brand;sku;name;priceIncl;stockLevel;skip;skip;articleCode;skip;skip
ZyXEL;GS-105SV2-EU0101F;ZyXEL GS-105S v2;15.05;12.79;8;;ZYGS105SV2;SWUNGIG;Switching Unmanaged Switches Gigabit
SNOM;3387;SNOM Voeding IP toestellen 5w (3387);0;7.9;21;;SNPS3387;TEBUSNAC;Telecom Snom Accessoires
ENGENIUS;EWS360AP;EnGenius EWS 360 AP Indoor;0;279;0;;ENEWS360AP;WIAPIN;Wireless Accesspoints Indoor
ENGENIUS;EAP1750H;EnGenius EAP1750H;0;175;2;;ENEAP1750H;WIAPIN;Wireless Accesspoints Indoor
EAST;68760;Eaton Battery+ uitgebreide serviceovereenkomst;0;43.49;2;;ET68760;UPSOHO;UPS SoHo
ZyXEL;NWA5121-NI-EU0102F;ZyXEL NWA5121-NI V2;103.41;82.73;2;;ZYNWA5121-NIV2;WIAPIN;Wireless Accesspoints Indoor
THECUS;C10GTR;Thecus C10GTR;180;142.31;1;;THACC014;STACNIC;NAS / NVR NIC's (Network Interface Cards)
ZyXEL;SBG3500-N000-EU01V1F;ZyXEL SBG3500-N000, annex A;318.36;238.77;5;;ZYSBG3500;MRMO;Modem/Router Modems ADSL/VDSL
ZyXEL;LIC-EAP-ZZ0015F;ZyXEL E-iCard 2 to 8 AP License Upgrade;320.6;240.45;0;;ZYEISBG3500;SECLIAP;Firewall Accespoint Licentie
HDD;WD60EFRX;Western Digital Red 6TB WD60EFRX SoHo NAS;0;167.03;4;;HDWD60EFRX;STHDSO;Storage SoHo
ZyXEL;GS1920-48-EU0101F;ZyXEL GS-1920-48;354.26;283.41;4;;ZYGS1920-48;SWSMGIG;Switching Smart Gigabit Switches
ZyXEL;UAG2100-EU0101F;ZyXEL UAG2100 zonder printer;674.59;539.68;1;;ZYUAG2100;WIHOT;Wireless Hotspots
ZyXEL;USG310-EU0102F;ZyXEL USG310 (Bundle Version);1668.58;1251.44;0;;ZYUSG310;SECFWUTM;Firewall UTM Firewalls
ZyXEL;VES1724-56B2-EU01V1F;ZyXEL VES1724-56B2;2590.53;1942.89;0;;ZYVES1724-56B2;DM;DSLAM
GIGASET;SET00019;Gigaset N300A IP incl. 1x C620H op=op;0;78.21;5;;GIC620AIP;TEDEGI;Telecom DECT Gigaset
ZyXEL;GS1920-48HP-EU0101F;ZyXEL GS-1920-48HP;715.33;572.27;0;;ZYGS1920-48HP;SWPSMGIG;Switching PoE Switches Smart Gigabit
SNOM;3928;SNOM M700 (3928);0;238.6;24;;SNM700;TEDESN;Telecom DECT Snom
SNOM;3969;SNOM M65 (3969);0;118.7;48;;SNM65;TEDESN;Telecom DECT Snom
SNOM;3930;SNOM M5 (3930);0;107.91;6;;SNM5;TEDEACC;Telecom DECT Accessoires
CABLE;FPC-5004E-SOL/100;FTP CAT 5e LAN-kabel (premium CCA), stug, 100 m;0;19.5;3;;CACAT5E050;KAU5E100;Kabels CAT 5E 100mtr
CABLE;FPC-5004E-SO/100C;FTP CAT 5e LAN-kabel, stug, 100 m;0;39.88;5;;CACAT5E051;KAU5E100;Kabels CAT 5E 100mtr
CABLE;FPC-6004-SOL/100;FTP CAT 6  LAN-kabel (premium CCA), stug, 100 m;0;22.38;0;;CACAT6E008;KAU6100;Kabels CAT 6 100mtr
ZyXEL;VMG1312-B30A-EU01V1F;ZyXEL VMG1312-B30A, annex B;80.92;60.69;3;;ZYVMG1312-B30A;MRMO;Modem/Router Modems ADSL/VDSL
EAST;ELRACK;"Eaton - Rack mounting kit - 2U - 19""";0;44.12;1;;ETRMK2U;UPACC;UPS Accessoires
VALADIS;53316-3;Valadis Fiber optic SC-SC SMF duplex adapter;0;4.28;5;;CAFIBER0043;FIKADAPT;Fiber Adapters
CABLE;K8095.0,5;UTP CAT 5e  0,5mtr Geel;0;0.35;72;;CACAT5E052;KAU5E0,5;Kabels CAT 5E 0,5mtr
CABLE;K8095.1,5;UTP CAT 5e  1,5mtr Geel;0;0.53;95;;CACAT5E053;KAU5E1,5;Kabels CAT 5E 1,5mtr
CABLE;K8095.2;UTP CAT 5e  2mtr Geel;0;0.63;74;;CACAT5E054;KAU5E2;Kabels CAT 5E 2mtr
CABLE;K8456.1,5;UTP CAT 5e  1,5mtr Grijs;0;0.56;481;;CACAT5E055;KAU5E1,5;Kabels CAT 5E 1,5mtr
CABLE;K8093.0,5;UTP CAT 5e  0,5mtr Groen;0;0.35;141;;CACAT5E056;KAU5E0,5;Kabels CAT 5E 0,5mtr
CABLE;K8093.2;UTP CAT 5e  2mtr Groen;0;0.63;116;;CACAT5E057;KAU5E2;Kabels CAT 5E 2mtr
CABLE;K8096.0,5;UTP CAT 5e  0,5mtr Rood;0;0.35;167;;CACAT5E058;KAU5E0,5;Kabels CAT 5E 0,5mtr
CABLE;K8096.2;UTP CAT 5e  2mtr Rood;0;0.63;35;;CACAT5E059;KAU5E2;Kabels CAT 5E 2mtr
CABLE;K8096.1,5;UTP CAT 5e  1,5mtr Rood;0;0.53;82;;CACAT5E060;KAU5E1,5;Kabels CAT 5E 1,5mtr
CABLE;K8094.1,5;UTP CAT 5e  1,5mtr Blauw;0;0.53;70;;CACAT5E061;KAU5E1,5;Kabels CAT 5E 1,5mtr
CABLE;K8093.1,5;UTP CAT 5e  1,5mtr Groen;0;0.53;100;;CACAT5E062;KAU5E1,5;Kabels CAT 5E 1,5mtr
CABLE;K8094.2;UTP CAT 5e  2mtr Blauw;0;0.63;62;;CACAT5E063;KAU5E2;Kabels CAT 5E 2mtr
CABLE;K8099.0,5;UTP CAT 5e  0,5mtr Oranje;0;0.35;94;;CACAT5E071;KAU5E0,5;Kabels CAT 5E 0,5mtr
CABLE;K8099.1;UTP CAT 5e  1mtr Oranje;0;0.45;84;;CACAT5E072;KAU5E1;Kabels CAT 5E 1mtr
CABLE;K8099.1,5;UTP CAT 5e  1,5mtr Oranje;0;0.53;41;;CACAT5E073;KAU5E1,5;Kabels CAT 5E 1,5mtr
CABLE;K8099.2;UTP CAT 5e  2mtr Oranje;0;0.63;118;;CACAT5E074;KAU5E2;Kabels CAT 5E 2mtr
CABLE;K8099.3;UTP CAT 5e  3mtr Oranje;0;0.77;63;;CACAT5E075;KAU5E3;Kabels CAT 5E 3mtr
CABLE;K8099.5;UTP CAT 5e  5mtr Oranje;0;1.13;89;;CACAT5E076;KAU5E5;Kabels CAT 5E 5mtr
CABLE;K8099.5;UTP CAT 5e  10mtr Oranje;0;2.02;15;;CACAT5E077;KAU5E10;Kabels CAT 5E 10mtr
CABLE;K8098.0,5;UTP CAT 5e  0,5mtr Zwart;0;0.35;151;;CACAT5E078;KAU5E0,5;Kabels CAT 5E 0,5mtr
CABLE;K8100GR.0,5;UTP CAT 6  0,5mtr Grijs;0;0.5;181;;CACAT6001;KAU60,5;Kabels CAT 6 0,5mtr
CABLE;K8100GR.1,5;UTP CAT 6  1,5 mtr Grijs;0;0.7;203;;CACAT6003;KAU62;Kabels CAT 6 2mtr
CABLE;K8100GR.10;UTP CAT 6  10 mtr Grijs;0;2.49;43;;CACAT6007;KAU610;Kabels CAT 6 10mtr
CABLE;K8100BL.0,5;UTP CAT 6  0,5mtr Blauw;0;0.5;50;;CACAT6008;KAU60,5;Kabels CAT 6 0,5mtr
CABLE;K8100BL.5;UTP CAT 6  5mtr Blauw;0;1.48;57;;CACAT6012;KAU65;Kabels CAT 6 5mtr
CABLE;K8100SW.0,5;UTP CAT 6  0,5mtr Zwart;0;0.5;75;;CACAT6013;KAU60,5;Kabels CAT 6 0,5mtr
CABLE;K8100MA.0,5;UTP CAT 6  0,5mtr Roze;0;0.5;50;;CACAT6018;KAU60,5;Kabels CAT 6 0,5mtr
CABLE;K8100GN.0,5;UTP CAT 6  0,5mtr Groen;0;0.5;46;;CACAT6023;KAU60,5;Kabels CAT 6 0,5mtr
CABLE;K8100GN.1;UTP CAT 6  1mtr Groen;0;0.62;60;;CACAT6024;KAU61;Kabels CAT 6 1mtr
CABLE;K8100GN.2;UTP CAT 6  2mtr Groen;0;0.83;40;;CACAT6025;KAU62;Kabels CAT 6 2mtr
CABLE;K8100GN.5;UTP CAT 6  5mtr Groen;0;1.48;48;;CACAT6027;KAU65;Kabels CAT 6 5mtr
CABLE;K8100RT.0,5;UTP CAT 6  0,5mtr Rood;0;0.5;116;;CACAT6028;KAU60,5;Kabels CAT 6 0,5mtr
CABLE;K8100RT.2;UTP CAT 6  2mtr Rood;0;0.83;69;;CACAT6030;KAU62;Kabels CAT 6 2mtr
CABLE;K8100GE.0,5;UTP CAT 6  0,5mtr Geel;0;0.5;53;;CACAT6033;KAU60,5;Kabels CAT 6 0,5mtr
CABLE;K8100GE.1;UTP CAT 6  1mtr Geel;0;0.62;44;;CACAT6034;KAU61;Kabels CAT 6 1mtr
CABLE;K8100GE.2;UTP CAT 6  2mtr Geel;0;0.83;97;;CACAT6035;KAU62;Kabels CAT 6 2mtr
CABLE;K8100GE.3;UTP CAT 6  3mtr Geel;0;1.03;48;;CACAT6036;KAU63;Kabels CAT 6 3mtr
CABLE;K8100GE.5;UTP CAT 6  5mtr Geel;0;1.48;6;;CACAT6037;KAU65;Kabels CAT 6 5mtr
VALADIS;37519.1-100;RJ45 connector, doorzichtig, 8 polen (zak 100st.);0;13.5;3;;VARJ45-8CON100;KAUACC;Kabels Accessoires
ZyXEL;NWA1100-NH-EU0101F;ZyXEL NWA1100-NH;85.32;68.26;2;;ZYNWA1100NH;WIAPIN;Wireless Accesspoints Indoor
ZyXEL;WAC6502D-S-EU0101F;ZyXEL WAC6502D-S;435.42;348.33;2;;ZYWAC6502DS;WIAPIN;Wireless Accesspoints Indoor
ZyXEL;WAC6503D-S-EU0101F;ZyXEL WAC6503D-S;588.8;471.04;2;;ZYWAC6503DS;WIAPIN;Wireless Accesspoints Indoor
SURSUP;YV2.8X2.8SR4A-SA2L;Fujinon YV2.8X2.8SR4A-SA2L;0;186.47;1;;FULENS0014;SUBOLENS;Camerabewaking Lenzen
SURSUP;3M2.812AUCS;Fujinon 3M2.812AUCS;0;125.64;1;;FULENS0015;SUBOLENS;Camerabewaking Lenzen
CABLE;FPC-5004E-SO;FTP CAT 5e LAN-kabel stug, 305m;0;104.12;3;;CACAT5E082;KAU5E305;Kabels CAT 5E 305 meter
ZyXEL;GS2210-24HP-EU0101F;ZyXEL GS2210-24HP;701.03;490.72;2;;ZYGS2210-24HP;SWPMAGIG;Switching PoE Switches Managed Gigabit
SNOM;4039;SNOM D715 (4039);0;86.33;0;;SND715;TEBUSN;Telecom Snom
SOURCELIGHT;SLSSB-2733-10;SFP+ 10KM 1270/1330 Single mode 10G Simplex LC;0;291;1;;SOSSB2733-10;FIMOD10G;Fiber Modules SFP+ (10G)
SOURCELIGHT;SLSSB3327-10;SFP+ 10KM 1330/1270 Single mode 10G Simplex LC;0;291;1;;SOSSB3327-10;FIMOD10G;Fiber Modules SFP+ (10G)
JABRA;14163-00;Jabra vervangende voeding 14163-00;25;15.79;1;;JAVOPRO;TEHEACC;Telecom Headsets Accessoires
ZyXEL;DAC10G-3M-ZZ0101F;ZyXEL DAC10G-3M;165.52;99.31;0;;ZYDAC10G-3M;SWFI10G;Switching Fiber Switches 10G
CABLE;K8104GR.0,5;UTP CAT 6  0,5mtr Grijs met tule met lipbeschermer;0;0.55;97;;CACAT6001T;KAU60,5;Kabels CAT 6 0,5mtr
CABLE;K8104SW.3;UTP CAT 6  3mtr Zwart met tule met lipbeschermer;0;1.6;67;;CACAT6016T;KAU63;Kabels CAT 6 3mtr
CABLE;D7O5EEAA300050;Duplex LC/LC singlemode  OS2 - 0,5m;0;5.01;16;;CAFIDLCLCOS2-0050;FIKLCLCS;Fiber LC/LC Singlemode
CABLE;D7O5EEAA300100;Duplex LC/LC singlemode  OS2 - 1mtr;0;4.86;7;;CAFIDLCLCOS2-0100;FIKLCLCS;Fiber LC/LC Singlemode
CABLE;D7O5EEAA300200;Duplex LC/LC singlemode  OS2 - 2mtr;0;4.98;7;;CAFIDLCLCOS2-0200;FIKLCLCS;Fiber LC/LC Singlemode
ZyXEL;LIC-CAS-ZZ0034F;ZyXEL E-iCard Cyren AS, 2 jaar USG40 & USG40W;133.56;93.49;1;;ZYEIUSG40-40WAS2;SECLI40;Firewall USG 40
ZyXEL;LIC-CCF-ZZ0033F;ZyXEL E-iCard Cyren CF, 1 jaar USG40 & USG40W;113.34;79.33;0;;ZYEIUSG40-40WCF1;SECLI40;Firewall USG 40
ZyXEL;XS1920-12-ZZ0101F;ZyXEL XS1920-12;1042.78;834.22;1;;ZYXS1920-12;SWSM10G;Switching Smart 10G Switches
MISCELLANECOUS;99813015;Genexis Mediaconverter P1090;0;51;18;;MIGEP1090;GENEXIS;Genexis Media Converter
ENGENIUS;ECB1750;EnGenius ECB-1750;0;188;1;;ENECB1750;WIAPIN;Wireless Accesspoints Indoor
ENGENIUS;ENS500;Engenius ENS 500;0;79;6;;ENENS500;WIAPOUT;Wireless Accesspoints Outdoor
SOURCELIGHT;SLB-1235L-10-D;SFP 10KM 1310/1550 Single mode 1G Simplex LC;0;44.45;42;;SOSLB1235L10D;FIMODGIG;Fiber Modules SFP (Gigabit)
SNOM;4011;SNOM Keypad D7 for 715, 720, 725, 760, 765. Black (4011);0;95.92;5;;SNKPD7B;TEBUSNAC;Telecom Snom Accessoires
SNOM;3916;SNOM D725 (3916);0;125.9;0;;SND725;TEBUSN;Telecom Snom
GIGASET;L36852-H2532-M101;Gigaset C530A DUO;0;68.73;2;;GIC530ADUO;TEDEGI;Telecom DECT Gigaset
ZyXEL;DAC10G-1M-ZZ0101F;ZyXEL DAC10G-1M;105.93;63.56;0;;ZYDAC10G-1M;SWFI10G;Switching Fiber Switches 10G
SOURCELIGHT;SLB-1234L-40-D;SFP 40KM 1310/1490 Single mode 1G Simplex LC;0;74.95;6;;SOSLB1234L40D;FIMODGIG;Fiber Modules SFP (Gigabit)
SOURCELIGHT;SLB-1243L-40-D;SFP 40KM 1490/1310 Single mode 1G Simplex LC;0;74.95;5;;SOSLB1243L40D;FIMODGIG;Fiber Modules SFP (Gigabit)
JABRA;8800-01-94;Jabra 8800-01-94 - verloopkabel (krul);21;13.26;2;;JAKA88000194;TEHEACC;Telecom Headsets Accessoires
GIGASET;S30852-H2665-R121;Gigaset S650H PRO;0;59.9;16;;GIS650H;TEDEGIPR;Telecom DECT Gigaset PRO
SOURCELIGHT;SLS-1231-10-D;SFP 10KM Single mode 1G Duplex LC;0;32.45;8;;SOSLS1231-10-D;FIMOD;Fiber Modules
GIGASET;C39363-G534-B102;Riemclip R630H/R650H Pro;0;1.49;10;;GICLIPR630H;TEDEACC;Telecom DECT Accessoires
YEALINK;SIP-T23P;Yealink SIP-T23P;89.95;62.97;6;;YESIPT23P;TEBUYE;Telecom Yealink
YEALINK;SIP-T23G;Yealink SIP-T23G;94.95;66.47;10;;YESIPT23G;TEBUYE;Telecom Yealink
YEALINK;SIP-T29G;Yealink SIP-T29G;169.95;118.97;2;;YESIPT29G;TEBUYE;Telecom Yealink
CABLE;K5431;HDMI cable w.eth. A-A pl-pl 2,0mtr black met serienr.;0;2.92;6;;CAHDMI003;TEHEACC;Telecom Headsets Accessoires
GIGASET;V30145-K1310-X308;Gigaset Accu AAA-X308-X284;0;2.06;28;;GIPSUAAA;TEDEACC;Telecom DECT Accessoires
ZyXEL;WAC6502D-E-EU0101F;ZyXEL WAC6502D-E;366.13;292.9;2;;ZYWAC6502DE;WIAPIN;Wireless Accesspoints Indoor
ZyXEL;AMG1001-T10A-EU01V1F;ZyXEL AMG1001-T10A ADSL2+ Router;29.45;19.14;7;;ZYAMG1001-T10A;MRRO;Modem/Router Routers
BRICKCOM;CI-803A-v2;Brickcom CI-803A v2;0;7.5;7;;BRCI0803AV2;SUACC;Camerabewaking Accessoires
THECUS;N5810PRO;Thecus NAS N5810PRO;0;494.5;2;;THN5810PRO;STNA>5B;Storage NAS Tower >5 bay
WIFILINK;WL-AD-SMAPP;Wifi-Link SMA Male to SMA Male Adapter;0;3.02;49;;WLADSMAM;WIANTACC;Wireless Antenne Accessoires
ZyXEL;GS2210-8HP-EU0101F;ZyXEL GS2210-8HP;335.13;234.59;3;;ZYGS2210-8HP;SWPMAGIG;Switching PoE Switches Managed Gigabit
JABRA;PLX-84693-02;Plantronics CS540;249;162.7;0;;PL84693-02;TEHEDRAA;Telecom Headsets Draadloos
JABRA;PLX-38987-01;Plantronics CS540 met APS11;259;169.23;0;;PL38987-01;TEHEDRAA;Telecom Headsets Draadloos
ENGENIUS;ENH500v2;EnGenius ENH-500v2;0;94;10;;ENENH500V2;WIAPOUT;Wireless Accesspoints Outdoor
BRICKCOM;MD-300Np-A1-star;Brickcom MD-300Np-A1-star;0;354;5;;BRMD300NPA1S;SUDOMI;Camerabewaking Dome Mini
BRICKCOM;FD-300Np-star;Brickcom FD-300Np-star;0;477.6;0;;BRFD300NPS;SUDOBI;Camerabewaking Dome Binnen
BRICKCOM;VD-300Np-star;Brickcom VD-300Np-star;0;510;0;;BRVD300NPS;SUDOBU;Camerabewaking Dome Buiten
BRICKCOM;OB-300Np-star KIT;Brickcom OB-300Np-star KIT;0;572.4;3;;BROB300NPSKIT;SUBU;Camerabewaking Bullet
BRICKCOM;NR-1104;Brickcom NR-1104;0;504;1;;BRNR1104;SUNVR10;Camerabewaking NVR tot 10 camera's
BRICKCOM;CI-812-LR;Brickcom CI-812-LR;0;82.8;1;;BRCI812LR;SUACC;Camerabewaking Accessoires
BRICKCOM;CI-815;Brickcom CI-815;0;122.4;2;;BRCI815;SUACC;Camerabewaking Accessoires
CABLE;K8456.25;UTP CAT 5e  25mtr Grijs;0;4.62;12;;CACAT5E084;KAU5E20;Kabels CAT 5E 20mtr
CABLE;PP12;UTP CAT 5e  50mtr Grijs;0;9;4;;CACAT5E085;KAU5E30;Kabels CAT 5E 30mtr
PANASONIC;KX-TGP600CEB;Panasonic KX-TGP600;0;75.9;2;;PAKXTGP600;TEDEPA;Telecom DECT Panasonic
PANASONIC;KX-TPA60CEB;Panasonic KX-TPA60;0;54.12;3;;PAKXTPA60;TEDEPA;Telecom DECT Panasonic
GIGASET;9912/GIGA;Gigaset N720 Buitenbehuizing;0;178.2;2;;GIN720BB;TEDEACC;Telecom DECT Accessoires
YEALINK;CP860;Yealink CP860;469.95;328.97;2;;YECP860;TECON;Telecom Conference Toestellen
CABLE;K8100OR.1;UTP CAT 6  1mtr Oranje;0;0.62;57;;CACAT6044;KAU61;Kabels CAT 6 1mtr
ZyXEL;GS2210-8-EU0101F;ZyXEL GS2210-8;182.14;127.5;7;;ZYGS2210-8;SWML2GIG;Switching Managed L2 Gigabit Switches
SNOM;3987;SNOM M25 (3987);0;77.94;27;;SNM25;TEDESN;Telecom DECT Snom
SNOM;4189;SNOM M85 (4189);0;298.55;2;;SNM85;TEDESN;Telecom DECT Snom
SNOM;3933;SNOM A700 (3933);0;10.79;0;;SNA700;TEBUSNAC;Telecom Snom Accessoires
YEALINK;HS-T41P;Yealink HS-T41P;9;6.3;2;;YEHST41P;TEBUYEAC;Telecom Yealink Accessoires
YEALINK;HS-T46G;Yealink HS-T46G;9;6.3;6;;YEHST46G;TEBUYEAC;Telecom Yealink Accessoires
YEALINK;HS-T20P;Yealink HS-T20P / T22P;9;6.3;1;;YEHST20P;TEBUYEAC;Telecom Yealink Accessoires
AASTRA;87-00012AAA-A;*** Aastra Netadapter 87-00012AAA-A;0;13.88;0;;AAVO6737I;TEBUAAAC;Telecom Mitel/Aastra Accessoires
ENGENIUS;EnStation5;EnGenius EnStation5;0;93;4;;ENENSTATION5;WIAPOUT;Wireless Accesspoints Outdoor
ENGENIUS;ENS1750;Engenius ENS-1750;0;213;4;;ENENS1750;WIAPOUT;Wireless Accesspoints Outdoor
YEALINK;SIP-T21P E2;Yealink SIP-T21P E2;69.95;48.97;12;;YESIPT21PE2;TEBUYE;Telecom Yealink
CABLE;K8098.10;UTP CAT 5e  10mtr Zwart;0;2.02;33;;CACAT5E086;KAU5E10;Kabels CAT 5E 10mtr
ZyXEL;SBG3600-N000-EU01V1F;ZyXEL SBG3600-N000, annex A;0;288.92;4;;ZYSBG3600;MRMO;Modem/Router Modems ADSL/VDSL
ZyXEL;UAG50-EU0101F;ZyXEL UAG50 Hotspot;314.54;251.63;1;;ZYUAG50;WIHOT;Wireless Hotspots
ZyXEL;NBG6816-EU0101F;ZyXEL Armor Z1 - Dual Band AC2350 Wireless Router op=op;189.99;148.95;1;;ZYNBG6816;MRRO;Modem/Router Routers
JABRA;2303-820-104;Jabra BIZ 2300 Mono (2303-820-104);109;68.85;2;;JABIZ2300MONONC;TEHEBEDR;Telecom Headsets Bedraad
JABRA;2309-820-104;Jabra BIZ 2300 Duo (2309-820-104);130;87.8;2;;JABIZ2300DUONC;TEHEBEDR;Telecom Headsets Bedraad
JABRA;14401-09;Jabra EVOLVE 40 Mono 3.5mm Jack (14401-09);0;38.28;1;;JAEVOLVE40MONO;TEHEBEDR;Telecom Headsets Bedraad
SOURCELIGHT;SLSSB-2733-20;SFP+ 20KM 1270/1330 Single mode 10G Simplex LC;0;310;0;;SOSSB2733-20;FIMOD10G;Fiber Modules SFP+ (10G)
SOURCELIGHT;SLSSB3327-20;SFP+ 20KM 1330/1270 Single mode 10G Simplex LC;0;310;0;;SOSSB3327-20;FIMOD10G;Fiber Modules SFP+ (10G)
GIGASET;S30852-S2583-R102;Gigaset R630H/R650H Pro bureaulader;0;15.84;1;;GISR630HBL;TEDEACC;Telecom DECT Accessoires
PANASONIC;KX-TPA65-B;Panasonic KX-TPA65-B;0;75.9;2;;PAKXTPA65B;TEBUPA;Telecom Panasonic
PANASONIC;KX-HDV130-B;Panasonic HDV130-B;0;40.19;4;;PAHDV130B;TEBUPA;Telecom Panasonic
EAST;ELP1200DIN;Eaton Ellipse PRO 1200 UPS DIN;0;213.76;1;;ETELP1200DIN;UPBUSI;UPS Business
ZyXEL;LTE7410-A214-EU01V1F;ZyXEL LTE7410-A214;288.41;216.3;1;;ZYLTE7410-A214;MRMO;Modem/Router Modems ADSL/VDSL
SNOM;4141;SNOM D375 (4141);0;161.87;14;;SND375;TEBUSN;Telecom Snom
SNOM;4235;SNOM D710 (4235) op=op;0;73.14;12;;SND710;TEBUSN;Telecom Snom
ZyXEL;NBG6515-EU0101F;ZyXEL NBG-6515;49.99;39.99;6;;ZYNBG6515;MRRO;Modem/Router Routers
SNOM;3917;SNOM D765 (3917);0;161.87;8;;SND765;TEBUSN;Telecom Snom
SNOM;3955;SNOM M325 (3955);0;143.88;5;;SNM325;TEDESN;Telecom DECT Snom
GIGASET;L36852-H2601-M103;Gigaset A540 Duo, black;0;49.39;5;;GIA540DUO;TEDEGI;Telecom DECT Gigaset
GIGASET;L36852-H2423-M101;Gigaset C620A Duo, black;0;81.9;1;;GIC620ADUO;TEDEGI;Telecom DECT Gigaset
GIGASET;S30852-H2532-M101;Gigaset C530A, black;0;55.63;1;;GIC530A;TEDEGI;Telecom DECT Gigaset
GIGASET;L36852-H2621-M113;Gigaset A540A Trio, black;0;69.15;1;;GIA540ATRIO;TEDEGI;Telecom DECT Gigaset
GIGASET;S30852-H2651-R103;Gigaset A540H, black;0;36.36;6;;GIA540H;TEDEGI;Telecom DECT Gigaset
SOURCELIGHT;SLS-1231-20-D;SFP 20KM Single mode 1G Duplex LC;0;37.95;11;;SOSLS1231-20-D;FIMOD;Fiber Modules
SOURCELIGHT;SLSS-1031-LR;SFP+ 10KM Single mode 10Gb Duplex LC;0;145;6;;SOSLSS1031LR;FIMOD10G;Fiber Modules SFP+ (10G)
GIGASET;S30852-H2503-M101;Gigaset E630 op=op;0;82;3;;GIE630;TEDEGI;Telecom DECT Gigaset
ZyXEL;WAC6103D-I-EU0101F;ZyXEL WAC6103D-I;282.03;225.62;9;;ZYWAC6103DI;WIAPIN;Wireless Accesspoints Indoor
BRICKCOM;MTV3X2812S;Brickcom lens MTV3X2812S;0;200;0;;BRMTV3X2812S;SUBOLENS;Camerabewaking Lenzen
BRICKCOM;VMB-300Ap-V6;Brickcom WMB-300Ap-AC;0;200;2;;BRWMB300APV6;SUCUWIFI;Camerabewaking Cube Wireless
ZyXEL;ES-108AV3-EU0101F;ZyXEL ES-108A v3;15.99;11.99;3;;ZYES108AV3;SWUN100;Switching Unmanaged Switches 10/100
ZyXEL;GS-105BV3-EU0101F;ZyXEL GS-105B v3;18.81;15.99;10;;ZYGS105BV3;SWUNGIG;Switching Unmanaged Switches Gigabit
ZyXEL;GS-108BV3-EU0101F;ZyXEL GS-108B v3;24.46;20.79;0;;ZYGS108BV3;SWUNGIG;Switching Unmanaged Switches Gigabit
YEALINK;SIP-T19P E2;Yealink SIP-T19P E2;59.95;41.97;12;;YESIPT19PE2;TEBUYE;Telecom Yealink
JABRA;PLX-87327-01;Plantronics EHS APD-80;40;26.14;0;;PL87327-01;TEHEACC;Telecom Headsets Accessoires
ZyXEL;GS1100-10HP-EU0101F;ZyXEL GS-1100-10HP;177.02;132.77;2;;ZYGS1100-10HP;SWPUNGIG;Switching PoE Switches Unmanged Gigabit
ZyXEL;GS1900-10HP-EU0101F;ZyXEL GS1900-10HP;132.45;99.34;3;;ZYGS1900-10HP;SWPSMGIG;Switching PoE Switches Smart Gigabit
YEALINK;Yealink EXP20;Yealink EXP20;99.95;69.97;4;;YEEXP20;TEBUYEAC;Telecom Yealink Accessoires
CABLE;K8100GR.7,5;UTP CAT 6  7,5mtr Groen;0;2.03;43;;CACAT6053;KAU67;Kabels CAT 6 7mtr
CABLE;K8100GR.7,5;UTP CAT 6  7,5mtr Grijs;0;2.03;42;;CACAT6054;KAU67;Kabels CAT 6 7mtr
ZyXEL;NWA5123-AC-EU0101F;ZyXEL NWA5123-AC Standalone & Controller AP Business WLAN;226.67;181.34;19;;ZYNWA5123AC;WIAPIN;Wireless Accesspoints Indoor
ZyXEL;NWA5123-AC-EU0201F;ZyXEL NWA5123-AC (8 Pack) no PSU Standalone & Controller AP;1723.52;1378.82;0;;ZYNWA5123AC8;WIAPIN;Wireless Accesspoints Indoor
ZyXEL;GS1900-8HP-EU0102F;ZyXEL GS1900-8HP, V2;116.27;87.2;8;;ZYGS1900-8HPV2;SWPSMGIG;Switching PoE Switches Smart Gigabit
MISCELLANECOUS;37507-1;Koppelstuk RJ45-RJ45;0;0.88;21;;MI9032;PATACC;Accessoires
THECUS;N5810;Thecus NAS N5810;0;419.75;1;;THN5810;STNA>5B;Storage NAS Tower >5 bay
THECUS;N8900PRO;Thecus NAS N8900 Pro;0;2277;1;;THN8900PRO;STNAT12B;"Storage NAS Rack 19"" tot 12 bay"
ENGENIUS;EPA5006GP;EnGenius EPA5006GP;0;43;0;;ENEPA5006GP;NETPA;PoE Adapters
ZyXEL;SBG3500-NB00-EU01V1F;ZyXEL SBG3500-NB00, annex B;318.36;238.77;4;;ZYSBG3500-B;MRMO;Modem/Router Modems ADSL/VDSL
SNOM;4258;SNOM D315 (4258);0;86.33;19;;SND315;TEBUSN;Telecom Snom
SNOM;4257;SNOM D305 (4257);0;73.14;18;;SND305;TEBUSN;Telecom Snom
JABRA;920-29-508-101;Jabra Pro 920 Duo (920-29-508-101);239;150.96;1;;JAPRO920DUO;TEHEDRAA;Telecom Headsets Draadloos
ENGENIUS;EWS2910P;EnGenius EWS 2910P;0;182;0;;ENEWS2910P;WCONT;Wireless controllers
SNOM;4327;SNOM Keypad D3 for D375, D345 and D315 (4327);0;95.92;4;;SNKPD3;TEBUSNAC;Telecom Snom Accessoires
THECUS;N2810;Thecus NAS N2810;0;264.5;1;;THN2810;STNAT4B;Storage NAS Tower tot 4 bay
THECUS;W5810;Thecus Windows NAS W5810;0;488.75;0;;THW5810;STNA>5B;Storage NAS Tower >5 bay
